~xARACELLI1x~ 90:48:9a:b0:cd:4b -59	~xWLAN_0310x~ f0:f2:49:30:03:18 -49	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -72	~xWLAN_4673x~ d0:84:b0:fc:46:79 -88	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -87	~xLucasx~ d4:7b:b0:85:1d:c4 -82	~xAASC1x~ e8:d1:1b:b7:f1:a9 -69	~xTP-LINK_9D7Cx~ 84:16:f9:ff:9d:7c -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -59	~xWLAN_0310x~ f0:f2:49:30:03:18 -49	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -72	~xWLAN_4673x~ d0:84:b0:fc:46:79 -88	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -87	~xLucasx~ d4:7b:b0:85:1d:c4 -82	~xAASC1x~ e8:d1:1b:b7:f1:a9 -69	~xTP-LINK_9D7Cx~ 84:16:f9:ff:9d:7c -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -53	~xWLAN_0310x~ f0:f2:49:30:03:18 -71	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -75	~xLucasx~ d4:7b:b0:85:1d:c4 -84	~xAASC1x~ e8:d1:1b:b7:f1:a9 -86	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -53	~xWLAN_0310x~ f0:f2:49:30:03:18 -71	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -75	~xLucasx~ d4:7b:b0:85:1d:c4 -84	~xAASC1x~ e8:d1:1b:b7:f1:a9 -86	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -61	~xWLAN_0310x~ f0:f2:49:30:03:18 -70	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xWLAN_4673x~ d0:84:b0:fc:46:79 -74	~xLucasx~ d4:7b:b0:85:1d:c4 -84	~xAASC1x~ e8:d1:1b:b7:f1:a9 -86	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -58	~xWLAN_0310x~ f0:f2:49:30:03:18 -70	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xLucasx~ d4:7b:b0:85:1d:c4 -77	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xAngelitax~ 08:6a:0a:fd:19:6e -88	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -58	~xWLAN_0310x~ f0:f2:49:30:03:18 -70	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xLucasx~ d4:7b:b0:85:1d:c4 -77	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xAngelitax~ 08:6a:0a:fd:19:6e -88	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -55	~xWLAN_0310x~ f0:f2:49:30:03:18 -66	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -81	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xLucasx~ d4:7b:b0:85:1d:c4 -77	~xAASC1x~ e8:d1:1b:b7:f1:a9 -88	~xAngelitax~ 08:6a:0a:fd:19:6e -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -55	~xWLAN_0310x~ f0:f2:49:30:03:18 -66	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -81	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xLucasx~ d4:7b:b0:85:1d:c4 -77	~xAASC1x~ e8:d1:1b:b7:f1:a9 -88	~xAngelitax~ 08:6a:0a:fd:19:6e -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -57	~xWLAN_0310x~ f0:f2:49:30:03:18 -60	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -77	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xLucasx~ d4:7b:b0:85:1d:c4 -77	~xAASC1x~ e8:d1:1b:b7:f1:a9 -88	~xAngelitax~ 08:6a:0a:fd:19:6e -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -57	~xWLAN_0310x~ f0:f2:49:30:03:18 -60	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -77	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xLucasx~ d4:7b:b0:85:1d:c4 -77	~xAASC1x~ e8:d1:1b:b7:f1:a9 -88	~xAngelitax~ 08:6a:0a:fd:19:6e -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -57	~xWLAN_0310x~ f0:f2:49:30:03:18 -60	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -77	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xLucasx~ d4:7b:b0:85:1d:c4 -77	~xAASC1x~ e8:d1:1b:b7:f1:a9 -88	~xAngelitax~ 08:6a:0a:fd:19:6e -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -51	~xWLAN_0310x~ f0:f2:49:30:03:18 -68	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xLucasx~ d4:7b:b0:85:1d:c4 -86	~xAASC1x~ e8:d1:1b:b7:f1:a9 -88	~xAngelitax~ 08:6a:0a:fd:19:6e -88	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -51	~xWLAN_0310x~ f0:f2:49:30:03:18 -68	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xLucasx~ d4:7b:b0:85:1d:c4 -86	~xAASC1x~ e8:d1:1b:b7:f1:a9 -88	~xAngelitax~ 08:6a:0a:fd:19:6e -88	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -51	~xWLAN_0310x~ f0:f2:49:30:03:18 -68	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xLucasx~ d4:7b:b0:85:1d:c4 -86	~xAASC1x~ e8:d1:1b:b7:f1:a9 -88	~xAngelitax~ 08:6a:0a:fd:19:6e -88	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -51	~xWLAN_0310x~ f0:f2:49:30:03:18 -68	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xLucasx~ d4:7b:b0:85:1d:c4 -86	~xAASC1x~ e8:d1:1b:b7:f1:a9 -88	~xAngelitax~ 08:6a:0a:fd:19:6e -88	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -53	~xWLAN_0310x~ f0:f2:49:30:03:18 -69	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xLucasx~ d4:7b:b0:85:1d:c4 -75	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -53	~xWLAN_0310x~ f0:f2:49:30:03:18 -69	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xLucasx~ d4:7b:b0:85:1d:c4 -75	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -53	~xWLAN_0310x~ f0:f2:49:30:03:18 -69	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xLucasx~ d4:7b:b0:85:1d:c4 -75	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -64	~xWLAN_0310x~ f0:f2:49:30:03:18 -68	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xWLAN_4673x~ d0:84:b0:fc:46:79 -76	~xLucasx~ d4:7b:b0:85:1d:c4 -74	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xx~ 24:a4:3c:4f:1b:fa -93	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -87	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -64	~xWLAN_0310x~ f0:f2:49:30:03:18 -68	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xWLAN_4673x~ d0:84:b0:fc:46:79 -76	~xLucasx~ d4:7b:b0:85:1d:c4 -74	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xx~ 24:a4:3c:4f:1b:fa -93	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -87	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -64	~xWLAN_0310x~ f0:f2:49:30:03:18 -68	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xWLAN_4673x~ d0:84:b0:fc:46:79 -76	~xLucasx~ d4:7b:b0:85:1d:c4 -74	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xx~ 24:a4:3c:4f:1b:fa -93	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -87	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -58	~xWLAN_0310x~ f0:f2:49:30:03:18 -65	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -81	~xWLAN_4673x~ d0:84:b0:fc:46:79 -80	~xLucasx~ d4:7b:b0:85:1d:c4 -86	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xx~ 24:a4:3c:4f:1b:fa -93	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -58	~xWLAN_0310x~ f0:f2:49:30:03:18 -65	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -81	~xWLAN_4673x~ d0:84:b0:fc:46:79 -80	~xLucasx~ d4:7b:b0:85:1d:c4 -86	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xx~ 24:a4:3c:4f:1b:fa -93	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -58	~xWLAN_0310x~ f0:f2:49:30:03:18 -65	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -81	~xWLAN_4673x~ d0:84:b0:fc:46:79 -80	~xLucasx~ d4:7b:b0:85:1d:c4 -86	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xx~ 24:a4:3c:4f:1b:fa -93	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -50	~xWLAN_0310x~ f0:f2:49:30:03:18 -62	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -79	~xWLAN_4673x~ d0:84:b0:fc:46:79 -76	~xLucasx~ d4:7b:b0:85:1d:c4 -89	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xx~ 24:a4:3c:4f:1b:fa -90	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -50	~xWLAN_0310x~ f0:f2:49:30:03:18 -62	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -79	~xWLAN_4673x~ d0:84:b0:fc:46:79 -76	~xLucasx~ d4:7b:b0:85:1d:c4 -89	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xx~ 24:a4:3c:4f:1b:fa -90	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -50	~xWLAN_0310x~ f0:f2:49:30:03:18 -62	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -79	~xWLAN_4673x~ d0:84:b0:fc:46:79 -76	~xLucasx~ d4:7b:b0:85:1d:c4 -89	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xx~ 24:a4:3c:4f:1b:fa -90	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -60	~xWLAN_0310x~ f0:f2:49:30:03:18 -71	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -74	~xWLAN_4673x~ d0:84:b0:fc:46:79 -72	~xLucasx~ d4:7b:b0:85:1d:c4 -84	~xAngelitax~ 08:6a:0a:fd:19:6e -85	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -60	~xWLAN_0310x~ f0:f2:49:30:03:18 -71	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -74	~xWLAN_4673x~ d0:84:b0:fc:46:79 -72	~xLucasx~ d4:7b:b0:85:1d:c4 -84	~xAngelitax~ 08:6a:0a:fd:19:6e -85	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -60	~xWLAN_0310x~ f0:f2:49:30:03:18 -71	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -74	~xWLAN_4673x~ d0:84:b0:fc:46:79 -72	~xLucasx~ d4:7b:b0:85:1d:c4 -84	~xAngelitax~ 08:6a:0a:fd:19:6e -85	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -54	~xWLAN_0310x~ f0:f2:49:30:03:18 -72	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -74	~xWLAN_4673x~ d0:84:b0:fc:46:79 -69	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -54	~xWLAN_0310x~ f0:f2:49:30:03:18 -72	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -74	~xWLAN_4673x~ d0:84:b0:fc:46:79 -69	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -54	~xWLAN_0310x~ f0:f2:49:30:03:18 -72	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -74	~xWLAN_4673x~ d0:84:b0:fc:46:79 -69	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -49	~xWLAN_0310x~ f0:f2:49:30:03:18 -60	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -73	~xWLAN_4673x~ d0:84:b0:fc:46:79 -75	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -86	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -49	~xWLAN_0310x~ f0:f2:49:30:03:18 -60	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -73	~xWLAN_4673x~ d0:84:b0:fc:46:79 -75	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -86	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -49	~xWLAN_0310x~ f0:f2:49:30:03:18 -60	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -73	~xWLAN_4673x~ d0:84:b0:fc:46:79 -75	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -86	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -55	~xWLAN_0310x~ f0:f2:49:30:03:18 -70	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -77	~xLucasx~ d4:7b:b0:85:1d:c4 -81	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -55	~xWLAN_0310x~ f0:f2:49:30:03:18 -70	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -77	~xLucasx~ d4:7b:b0:85:1d:c4 -81	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -55	~xWLAN_0310x~ f0:f2:49:30:03:18 -70	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -77	~xLucasx~ d4:7b:b0:85:1d:c4 -81	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -55	~xWLAN_0310x~ f0:f2:49:30:03:18 -74	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xLucasx~ d4:7b:b0:85:1d:c4 -81	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -88	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -55	~xWLAN_0310x~ f0:f2:49:30:03:18 -74	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xLucasx~ d4:7b:b0:85:1d:c4 -81	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -88	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -55	~xWLAN_0310x~ f0:f2:49:30:03:18 -74	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xLucasx~ d4:7b:b0:85:1d:c4 -81	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -88	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -55	~xWLAN_0310x~ f0:f2:49:30:03:18 -74	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xLucasx~ d4:7b:b0:85:1d:c4 -81	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xx~ 24:a4:3c:4f:1b:fa -91	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -88	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -53	~xWLAN_0310x~ f0:f2:49:30:03:18 -77	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -74	~xLucasx~ d4:7b:b0:85:1d:c4 -73	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -88	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -53	~xWLAN_0310x~ f0:f2:49:30:03:18 -77	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -74	~xLucasx~ d4:7b:b0:85:1d:c4 -73	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -88	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -53	~xWLAN_0310x~ f0:f2:49:30:03:18 -77	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -74	~xLucasx~ d4:7b:b0:85:1d:c4 -73	~xAngelitax~ 08:6a:0a:fd:19:6e -89	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -88	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -53	~xWLAN_0310x~ f0:f2:49:30:03:18 -71	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -67	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -88	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -53	~xWLAN_0310x~ f0:f2:49:30:03:18 -71	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -67	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -88	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -53	~xWLAN_0310x~ f0:f2:49:30:03:18 -71	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xWLAN_4673x~ d0:84:b0:fc:46:79 -67	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -88	~xAASC1x~ e8:d1:1b:b7:f1:a9 -84	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -51	~xWLAN_0310x~ f0:f2:49:30:03:18 -68	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xWLAN_4673x~ d0:84:b0:fc:46:79 -69	~xLucasx~ d4:7b:b0:85:1d:c4 -74	~xAngelitax~ 08:6a:0a:fd:19:6e -88	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -88	~xAASC1x~ e8:d1:1b:b7:f1:a9 -88	~xWLAN_6DDBx~ e6:ed:c7:7e:33:29 -92	
