~xARACELLI1x~ 90:48:9a:b0:cd:4b -56	~xWLAN_0310x~ f0:f2:49:30:03:18 -66	~xLucasx~ d4:7b:b0:85:1d:c4 -75	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -80	~xWLAN_4673x~ d0:84:b0:fc:46:79 -81	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -86	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -56	~xWLAN_0310x~ f0:f2:49:30:03:18 -66	~xLucasx~ d4:7b:b0:85:1d:c4 -75	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -80	~xWLAN_4673x~ d0:84:b0:fc:46:79 -81	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -86	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -66	~xWLAN_0310x~ f0:f2:49:30:03:18 -70	~xLucasx~ d4:7b:b0:85:1d:c4 -75	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -79	~xWLAN_4673x~ d0:84:b0:fc:46:79 -78	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xAngelitax~ 08:6a:0a:fd:19:6e -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -66	~xWLAN_0310x~ f0:f2:49:30:03:18 -70	~xLucasx~ d4:7b:b0:85:1d:c4 -75	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -79	~xWLAN_4673x~ d0:84:b0:fc:46:79 -78	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xAngelitax~ 08:6a:0a:fd:19:6e -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -66	~xWLAN_0310x~ f0:f2:49:30:03:18 -70	~xLucasx~ d4:7b:b0:85:1d:c4 -75	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -79	~xWLAN_4673x~ d0:84:b0:fc:46:79 -78	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xAngelitax~ 08:6a:0a:fd:19:6e -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -59	~xWLAN_0310x~ f0:f2:49:30:03:18 -79	~xLucasx~ d4:7b:b0:85:1d:c4 -71	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -79	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xAngelitax~ 08:6a:0a:fd:19:6e -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -59	~xWLAN_0310x~ f0:f2:49:30:03:18 -79	~xLucasx~ d4:7b:b0:85:1d:c4 -71	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -79	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xAngelitax~ 08:6a:0a:fd:19:6e -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -59	~xWLAN_0310x~ f0:f2:49:30:03:18 -79	~xLucasx~ d4:7b:b0:85:1d:c4 -71	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -79	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xAngelitax~ 08:6a:0a:fd:19:6e -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -67	~xWLAN_0310x~ f0:f2:49:30:03:18 -84	~xLucasx~ d4:7b:b0:85:1d:c4 -85	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -85	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -74	~xAngelitax~ 08:6a:0a:fd:19:6e -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -65	~xWLAN_0310x~ f0:f2:49:30:03:18 -86	~xLucasx~ d4:7b:b0:85:1d:c4 -83	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -85	~xWLAN_4673x~ d0:84:b0:fc:46:79 -75	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -74	~xAngelitax~ 08:6a:0a:fd:19:6e -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -65	~xWLAN_0310x~ f0:f2:49:30:03:18 -86	~xLucasx~ d4:7b:b0:85:1d:c4 -83	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -85	~xWLAN_4673x~ d0:84:b0:fc:46:79 -75	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -74	~xAngelitax~ 08:6a:0a:fd:19:6e -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -65	~xWLAN_0310x~ f0:f2:49:30:03:18 -86	~xLucasx~ d4:7b:b0:85:1d:c4 -83	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -85	~xWLAN_4673x~ d0:84:b0:fc:46:79 -75	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -74	~xAngelitax~ 08:6a:0a:fd:19:6e -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -74	~xWLAN_0310x~ f0:f2:49:30:03:18 -91	~xLucasx~ d4:7b:b0:85:1d:c4 -80	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -85	~xWLAN_4673x~ d0:84:b0:fc:46:79 -75	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -74	~xAngelitax~ 08:6a:0a:fd:19:6e -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -74	~xWLAN_0310x~ f0:f2:49:30:03:18 -91	~xLucasx~ d4:7b:b0:85:1d:c4 -80	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -85	~xWLAN_4673x~ d0:84:b0:fc:46:79 -75	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -74	~xAngelitax~ 08:6a:0a:fd:19:6e -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -74	~xWLAN_0310x~ f0:f2:49:30:03:18 -91	~xLucasx~ d4:7b:b0:85:1d:c4 -80	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -85	~xWLAN_4673x~ d0:84:b0:fc:46:79 -75	~xAASC1x~ e8:d1:1b:b7:f1:a9 -90	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -74	~xAngelitax~ 08:6a:0a:fd:19:6e -89	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -71	~xWLAN_0310x~ f0:f2:49:30:03:18 -78	~xLucasx~ d4:7b:b0:85:1d:c4 -90	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -90	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -75	~xx~ 24:a4:3c:4f:1b:fa -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -71	~xWLAN_0310x~ f0:f2:49:30:03:18 -78	~xLucasx~ d4:7b:b0:85:1d:c4 -90	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -90	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -75	~xx~ 24:a4:3c:4f:1b:fa -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -63	~xWLAN_0310x~ f0:f2:49:30:03:18 -79	~xLucasx~ d4:7b:b0:85:1d:c4 -80	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -84	~xWLAN_4673x~ d0:84:b0:fc:46:79 -78	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -79	~xx~ 24:a4:3c:4f:1b:fa -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -63	~xWLAN_0310x~ f0:f2:49:30:03:18 -79	~xLucasx~ d4:7b:b0:85:1d:c4 -80	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -84	~xWLAN_4673x~ d0:84:b0:fc:46:79 -78	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -79	~xx~ 24:a4:3c:4f:1b:fa -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -63	~xWLAN_0310x~ f0:f2:49:30:03:18 -78	~xLucasx~ d4:7b:b0:85:1d:c4 -80	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -84	~xWLAN_4673x~ d0:84:b0:fc:46:79 -87	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -77	~xx~ 24:a4:3c:4f:1b:fa -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -63	~xWLAN_0310x~ f0:f2:49:30:03:18 -78	~xLucasx~ d4:7b:b0:85:1d:c4 -80	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -84	~xWLAN_4673x~ d0:84:b0:fc:46:79 -87	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -77	~xx~ 24:a4:3c:4f:1b:fa -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -63	~xWLAN_0310x~ f0:f2:49:30:03:18 -78	~xLucasx~ d4:7b:b0:85:1d:c4 -80	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -84	~xWLAN_4673x~ d0:84:b0:fc:46:79 -87	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -77	~xx~ 24:a4:3c:4f:1b:fa -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -65	~xWLAN_0310x~ f0:f2:49:30:03:18 -80	~xLucasx~ d4:7b:b0:85:1d:c4 -76	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -91	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xx~ 24:a4:3c:4f:1b:fa -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -65	~xWLAN_0310x~ f0:f2:49:30:03:18 -80	~xLucasx~ d4:7b:b0:85:1d:c4 -76	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -91	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -80	~xx~ 24:a4:3c:4f:1b:fa -91	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -69	~xWLAN_0310x~ f0:f2:49:30:03:18 -73	~xLucasx~ d4:7b:b0:85:1d:c4 -80	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -91	~xWLAN_4673x~ d0:84:b0:fc:46:79 -72	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -69	~xWLAN_0310x~ f0:f2:49:30:03:18 -73	~xLucasx~ d4:7b:b0:85:1d:c4 -80	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -91	~xWLAN_4673x~ d0:84:b0:fc:46:79 -72	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -69	~xWLAN_0310x~ f0:f2:49:30:03:18 -73	~xLucasx~ d4:7b:b0:85:1d:c4 -80	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -91	~xWLAN_4673x~ d0:84:b0:fc:46:79 -72	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -74	~xWLAN_0310x~ f0:f2:49:30:03:18 -77	~xLucasx~ d4:7b:b0:85:1d:c4 -73	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -91	~xWLAN_4673x~ d0:84:b0:fc:46:79 -81	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -74	~xWLAN_0310x~ f0:f2:49:30:03:18 -77	~xLucasx~ d4:7b:b0:85:1d:c4 -73	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -91	~xWLAN_4673x~ d0:84:b0:fc:46:79 -81	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -74	~xWLAN_0310x~ f0:f2:49:30:03:18 -77	~xLucasx~ d4:7b:b0:85:1d:c4 -73	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -91	~xWLAN_4673x~ d0:84:b0:fc:46:79 -81	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -73	~xWLAN_0310x~ f0:f2:49:30:03:18 -76	~xLucasx~ d4:7b:b0:85:1d:c4 -81	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -87	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -77	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -73	~xWLAN_0310x~ f0:f2:49:30:03:18 -76	~xLucasx~ d4:7b:b0:85:1d:c4 -81	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -87	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -77	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -73	~xWLAN_0310x~ f0:f2:49:30:03:18 -76	~xLucasx~ d4:7b:b0:85:1d:c4 -81	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -87	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -77	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -73	~xWLAN_0310x~ f0:f2:49:30:03:18 -76	~xLucasx~ d4:7b:b0:85:1d:c4 -81	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -87	~xWLAN_4673x~ d0:84:b0:fc:46:79 -71	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -77	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -79	~xWLAN_0310x~ f0:f2:49:30:03:18 -82	~xLucasx~ d4:7b:b0:85:1d:c4 -88	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -77	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -79	~xWLAN_0310x~ f0:f2:49:30:03:18 -82	~xLucasx~ d4:7b:b0:85:1d:c4 -88	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -77	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -79	~xWLAN_0310x~ f0:f2:49:30:03:18 -82	~xLucasx~ d4:7b:b0:85:1d:c4 -88	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -77	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -70	~xWLAN_0310x~ f0:f2:49:30:03:18 -82	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -87	~xWLAN_4673x~ d0:84:b0:fc:46:79 -69	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -70	~xWLAN_0310x~ f0:f2:49:30:03:18 -82	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -87	~xWLAN_4673x~ d0:84:b0:fc:46:79 -69	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -70	~xWLAN_0310x~ f0:f2:49:30:03:18 -82	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -87	~xWLAN_4673x~ d0:84:b0:fc:46:79 -69	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	~xx~ 24:a4:3c:4f:1b:fa -93	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -66	~xWLAN_0310x~ f0:f2:49:30:03:18 -78	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -87	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -66	~xWLAN_0310x~ f0:f2:49:30:03:18 -78	~xLucasx~ d4:7b:b0:85:1d:c4 -78	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -87	~xWLAN_4673x~ d0:84:b0:fc:46:79 -73	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -78	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -74	~xWLAN_0310x~ f0:f2:49:30:03:18 -78	~xLucasx~ d4:7b:b0:85:1d:c4 -79	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -84	~xWLAN_4673x~ d0:84:b0:fc:46:79 -85	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -82	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -74	~xWLAN_0310x~ f0:f2:49:30:03:18 -78	~xLucasx~ d4:7b:b0:85:1d:c4 -79	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -84	~xWLAN_4673x~ d0:84:b0:fc:46:79 -85	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -82	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -65	~xWLAN_0310x~ f0:f2:49:30:03:18 -84	~xLucasx~ d4:7b:b0:85:1d:c4 -84	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -84	~xWLAN_4673x~ d0:84:b0:fc:46:79 -80	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -79	~xx~ 24:a4:3c:4f:1b:fa -85	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -65	~xWLAN_0310x~ f0:f2:49:30:03:18 -84	~xLucasx~ d4:7b:b0:85:1d:c4 -84	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -84	~xWLAN_4673x~ d0:84:b0:fc:46:79 -80	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -79	~xx~ 24:a4:3c:4f:1b:fa -85	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -65	~xWLAN_0310x~ f0:f2:49:30:03:18 -84	~xLucasx~ d4:7b:b0:85:1d:c4 -84	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -84	~xWLAN_4673x~ d0:84:b0:fc:46:79 -80	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -79	~xx~ 24:a4:3c:4f:1b:fa -85	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -73	~xWLAN_0310x~ f0:f2:49:30:03:18 -87	~xLucasx~ d4:7b:b0:85:1d:c4 -85	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -91	~xWLAN_4673x~ d0:84:b0:fc:46:79 -78	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -79	~xx~ 24:a4:3c:4f:1b:fa -85	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -73	~xWLAN_0310x~ f0:f2:49:30:03:18 -87	~xLucasx~ d4:7b:b0:85:1d:c4 -85	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -91	~xWLAN_4673x~ d0:84:b0:fc:46:79 -78	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -79	~xx~ 24:a4:3c:4f:1b:fa -85	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -71	~xWLAN_0310x~ f0:f2:49:30:03:18 -87	~xLucasx~ d4:7b:b0:85:1d:c4 -86	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xWLAN_4673x~ d0:84:b0:fc:46:79 -80	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xx~ 24:a4:3c:4f:1b:fa -85	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -71	~xWLAN_0310x~ f0:f2:49:30:03:18 -87	~xLucasx~ d4:7b:b0:85:1d:c4 -86	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xWLAN_4673x~ d0:84:b0:fc:46:79 -80	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xx~ 24:a4:3c:4f:1b:fa -85	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -71	~xWLAN_0310x~ f0:f2:49:30:03:18 -87	~xLucasx~ d4:7b:b0:85:1d:c4 -86	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xWLAN_4673x~ d0:84:b0:fc:46:79 -80	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -76	~xx~ 24:a4:3c:4f:1b:fa -85	
~xARACELLI1x~ 90:48:9a:b0:cd:4b -64	~xWLAN_0310x~ f0:f2:49:30:03:18 -73	~xLucasx~ d4:7b:b0:85:1d:c4 -75	~xTP-LINK_5B8282x~ e8:94:f6:5b:82:82 -89	~xWLAN_4673x~ d0:84:b0:fc:46:79 -67	~xARRIS-5EB2x~ 98:6b:3d:bf:5e:b0 -83	~xx~ 24:a4:3c:4f:1b:fa -85	
